PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2023-11-04,14:39:27.75,1,1,"Brooks, Steven",1000114564,Right,CAL_MUS,"Campbell, Saborn",696525,Right,STA_CAR,Undefined,1,Top,0,0,0,FourSeamFastBall,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,88.91533,-1.816108,-3.019874,2281.535688,210.288121,1:00,5.5573,2.39782,6.62499,-20.01639,14.62257,7.85847,2.22336,0.28479,80.87387,-5.643332,-1.592091,0.423598,91.89748,-9.48514,25.435731,,,,,12.64583,8.71943,22.996052,0.094416,-5.03603,8.58811,-2.19586,50,5.42558,6.50694,-129.03012,-4.62868,-8.4295,28.63454,-17.79886,CAL_MUS,STA_CAR,BaggettStadium,TeamExclusive,Team,20231104-BaggettStadium-Private-2,9e55f2d0-7b5a-11ee-9162-df0992db74c2,88.98165,2.36067,,8.04146,,,,0.46811,2.36067,-0.62942,ccde9dc6-847a-472b-a462-6ec84948cebe,2023-11-04,21:39:27.75,2023-11-04T14:39:27.7590000-07:00,2023-11-04T21:39:27.7590000Z,GroundBall,v3,471251,471454,,"Stafford, Ryan",701696,Right,CAL_MUS,73f720bc-ddba-41e6-b224-4112edff638b,53.87445,-129.88709,14.31727,5.55614,-4.096,-8.89943,-2.39437,6.75922,-4.21475,,0.46795,120.07547,-18.39841,,,,,,,2.36074,-22.22156,-29.47323,,,,,,,-0.62955,57.11525,19.89713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
2,2023-11-04,14:40:06.14,2,1,"Brooks, Steven",1000114564,Right,CAL_MUS,"Hott, Ethan",1000090562,Right,STA_CAR,Undefined,1,Top,1,0,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.07582,-2.786578,-3.508339,2359.419928,215.383516,1:15,5.66765,2.38192,6.35413,-15.34343,17.95903,11.97217,1.8173,0.14633,83.05922,-5.73689,-1.345982,0.415346,,,,,,,,,,,,-7.22918,10.47816,-2.13252,50,5.45764,7.60673,-132.01274,-6.83799,-12.72529,28.76201,-13.72969,CAL_MUS,STA_CAR,BaggettStadium,TeamExclusive,Team,20231104-BaggettStadium-Private-2,b5384160-7b5a-11ee-9162-df0992db74c2,90.74958,,,8.01661,,,,,,,ccde9dc6-847a-472b-a462-6ec84948cebe,2023-11-04,21:40:06.14,2023-11-04T14:40:06.1480000-07:00,2023-11-04T21:40:06.1480000Z,,v3,471251,471454,,"Stafford, Ryan",701696,Right,CAL_MUS,712fc870-02ad-450c-afc8-ede3700cb2b6,54.14597,-132.91296,14.381,5.66494,-6.40826,-6.86484,-2.37683,8.00502,-6.36265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2023-11-04,14:40:20.71,2,2,"Brooks, Steven",1000114564,Right,CAL_MUS,"Hott, Ethan",1000090562,Right,STA_CAR,Undefined,1,Top,1,0,1,FourSeamFastBall,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.65262,-2.711136,-3.74024,2345.724622,210.457624,1:00,5.63263,2.35277,6.66637,-14.10957,18.48438,10.22028,1.96901,-0.22271,83.34105,-5.457369,-1.88457,0.410904,89.07568,44.701352,45.539921,5087.858442,68.13654,92.03306,86.35631,,214.79975,,,-6.50823,10.88583,-2.10537,50,5.44429,8.29003,-132.86331,-6.63433,-11.56224,30.09573,-12.83475,CAL_MUS,STA_CAR,BaggettStadium,TeamExclusive,Team,20231104-BaggettStadium-Private-2,bddf86c0-7b5a-11ee-9162-df0992db74c2,91.73063,107.06283,,8.31158,,,,0.95831,1.86521,0.16389,ccde9dc6-847a-472b-a462-6ec84948cebe,2023-11-04,21:40:20.71,2023-11-04T14:40:20.7110000-07:00,2023-11-04T21:40:20.7110000Z,,v3,471251,471454,,"Stafford, Ryan",701696,Right,CAL_MUS,88cb545b-3fc5-49aa-8992-a31d35cb821e,53.83404,-133.72896,15.04787,5.62981,-6.26516,-6.41738,-2.34861,8.6226,-5.78113,213.581709,0.96067,64.96784,-19.84829,5.25407,-0.46187,-0.38791,0.20305,-0.04303,0.00353,1.86501,91.90124,-24.15629,2.28127,-0.27753,0.00653,0.00632,-0.00112,8E-05,0.16264,66.31488,-7.19785,1.01176,-0.40128,0.24657,-0.08737,0.01495,-0.00095,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
4,2023-11-04,14:40:48.06,2,3,"Brooks, Steven",1000114564,Right,CAL_MUS,"Hott, Ethan",1000090562,Right,STA_CAR,Undefined,1,Top,1,0,2,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.1232,0.022558,-2.28134,2269.79078,202.224914,12:45,5.73755,2.32416,6.56054,-15.92997,17.96088,6.85874,4.43075,0.80299,81.37759,-3.079521,-1.036294,0.418999,,,,,,,,,,,,-4.26827,9.7254,-2.16929,50,5.73185,4.93229,-130.81648,-0.32563,-7.31252,30.51446,-15.51221,CAL_MUS,STA_CAR,BaggettStadium,TeamExclusive,Team,20231104-BaggettStadium-Private-2,ce33abf0-7b5a-11ee-9162-df0992db74c2,89.95835,,,8.74561,,,,,,,ccde9dc6-847a-472b-a462-6ec84948cebe,2023-11-04,21:40:48.06,2023-11-04T14:40:48.0650000-07:00,2023-11-04T21:40:48.0650000Z,,v3,471251,471454,,"Stafford, Ryan",701696,Right,CAL_MUS,7a68ad82-b3f9-4d37-bc8d-33f9fc28f895,53.93617,-131.73143,15.25723,5.73464,0.13949,-7.75611,-2.32047,5.15156,-3.65626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2023-11-04,14:41:05.26,2,4,"Brooks, Steven",1000114564,Right,CAL_MUS,"Hott, Ethan",1000090562,Right,STA_CAR,Undefined,1,Top,1,1,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,86.60479,-3.48739,-5.558095,2457.751788,145.034427,10:45,5.66767,2.32738,6.31423,-29.92372,7.04378,-4.14768,-0.05752,-3.15417,80.11506,-8.988154,-6.302744,0.437604,,,,,,,,,,,,0.66032,4.95906,-1.9173,50,5.39651,12.33436,-125.15841,-8.58566,1.04986,24.7118,-24.28968,CAL_MUS,STA_CAR,BaggettStadium,TeamExclusive,Team,20231104-BaggettStadium-Private-2,d89a5490-7b5a-11ee-9162-df0992db74c2,86.13361,,,6.48974,,,,,,,ccde9dc6-847a-472b-a462-6ec84948cebe,2023-11-04,21:41:05.26,2023-11-04T14:41:05.2690000-07:00,2023-11-04T21:41:05.2690000Z,,v3,471251,471454,,"Stafford, Ryan",701696,Right,CAL_MUS,c50f9221-52ea-43c3-a093-8e6da88c30ee,54.1873,-125.98245,12.3559,5.6693,-7.77569,-12.14484,-2.32802,12.29935,0.52493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2023-11-04,14:41:30.65,2,5,"Brooks, Steven",1000114564,Right,CAL_MUS,"Hott, Ethan",1000090562,Right,STA_CAR,Undefined,1,Top,1,2,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,76.36679,0.738,-0.646972,2319.655628,100.93947,9:15,5.49264,2.22509,5.85091,-44.11211,4.86918,-15.69867,2.50248,0.31566,68.77237,-7.455868,-3.463494,0.503717,,,,,,,,,,,,7.74634,2.79701,-2.16351,50,5.52741,1.83941,-110.70342,0.0925,9.39195,23.99823,-28.78283,CAL_MUS,STA_CAR,BaggettStadium,TeamExclusive,Team,20231104-BaggettStadium-Private-2,e7a09d00-7b5a-11ee-9162-df0992db74c2,74.82862,,,7.59442,,,,,,,ccde9dc6-847a-472b-a462-6ec84948cebe,2023-11-04,21:41:30.65,2023-11-04T14:41:30.6500000-07:00,2023-11-04T21:41:30.6500000Z,,v3,471251,471454,,"Stafford, Ryan",701696,Right,CAL_MUS,8522df19-9d84-46e3-b128-c8b6542a2b95,54.64644,-111.70613,11.99912,5.49842,1.29512,-14.39142,-2.23216,1.44698,4.69597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.92577,2.685715,1.713254,0.972461,-0.30659,2.272,-0.20998,0.13955,4.87815,-2.88625,72.13593,10.83722,-52.67225,0.23593,78.73619,-4.90009,5.02346,20.62657,-15.0085,-3.05613,-56.87466,5.95617,High,High,High,,,High,High,High
7,2023-11-04,14:42:02.55,3,1,"Brooks, Steven",1000114564,Right,CAL_MUS,"Lavin, Luke",1000111438,Left,STA_CAR,Undefined,1,Top,2,0,0,FourSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.46525,-1.443342,-2.165334,2296.354764,225.562795,1:30,5.69124,2.3291,6.23128,-19.52088,14.52477,13.60261,2.73166,1.46399,81.91342,-5.163508,0.290758,0.419954,,,,,,,,,,,,-7.67957,8.31536,-2.17368,50,5.57367,4.39218,-131.257,-3.87802,-13.25594,30.52087,-17.82066,CAL_MUS,STA_CAR,BaggettStadium,TeamExclusive,Team,20231104-BaggettStadium-Private-2,fa989200-7b5a-11ee-9162-df0992db74c2,89.75366,,,8.55183,,,,,,,ccde9dc6-847a-472b-a462-6ec84948cebe,2023-11-04,21:42:02.55,2023-11-04T14:42:02.5560000-07:00,2023-11-04T21:42:02.5560000Z,,v3,471251,471454,,"Stafford, Ryan",701696,Right,CAL_MUS,a7940576-625c-45c3-934d-8f104e49cdc7,54.26719,-132.24552,15.26044,5.68992,-3.30084,-8.91033,-2.32289,4.82151,-6.62797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2023-11-04,14:42:19.10,3,2,"Brooks, Steven",1000114564,Right,CAL_MUS,"Lavin, Luke",1000111438,Left,STA_CAR,Undefined,1,Top,2,1,0,Cutter,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.31241,-1.573237,-2.567304,2443.396141,143.472433,10:45,5.67598,2.25082,6.25506,-29.46112,8.8726,-5.58996,1.76827,-0.58409,77.53875,-7.08491,-3.576383,0.445617,,,,,,,,,,,,2.09721,5.49449,-2.05748,50,5.54473,5.76324,-123.73043,-4.2933,3.21052,27.56836,-23.76282,CAL_MUS,STA_CAR,BaggettStadium,TeamExclusive,Team,20231104-BaggettStadium-Private-2,047682a0-7b5b-11ee-9162-df0992db74c2,84.58482,,,7.77365,,,,,,,ccde9dc6-847a-472b-a462-6ec84948cebe,2023-11-04,21:42:19.10,2023-11-04T14:42:19.1040000-07:00,2023-11-04T21:42:19.1040000Z,,v3,471251,471454,,"Stafford, Ryan",701696,Right,CAL_MUS,20cc3349-194f-459c-8486-00df51b2718e,54.24388,-124.67242,13.78418,5.67756,-3.48135,-11.88141,-2.25253,5.65353,1.60526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2023-11-04,14:42:37.24,3,3,"Brooks, Steven",1000114564,Right,CAL_MUS,"Lavin, Luke",1000111438,Left,STA_CAR,Undefined,1,Top,2,1,1,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.26893,-0.243068,-0.965827,2376.265041,134.964228,10:30,5.73959,2.26197,5.90576,-32.25746,6.19048,-4.97485,2.8258,0.95076,78.01409,-6.223765,-1.859342,0.44628,,,,,,,,,,,,2.26185,3.62988,-2.1816,50,5.70177,2.29104,-123.85033,-1.59482,3.50528,25.25196,-26.54864,CAL_MUS,STA_CAR,BaggettStadium,TeamExclusive,Team,20231104-BaggettStadium-Private-2,0f41b970-7b5b-11ee-9162-df0992db74c2,84.45908,,,7.25484,,,,,,,ccde9dc6-847a-472b-a462-6ec84948cebe,2023-11-04,21:42:37.24,2023-11-04T14:42:37.2410000-07:00,2023-11-04T21:42:37.2410000Z,,v3,471251,471454,,"Stafford, Ryan",701696,Right,CAL_MUS,6745456a-9005-4df4-83ee-27fe214e7517,54.59339,-124.78336,12.62598,5.74257,-0.61387,-13.27432,-2.26386,2.16153,1.75264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2023-11-04,14:42:56.12,3,4,"Brooks, Steven",1000114564,Right,CAL_MUS,"Lavin, Luke",1000111438,Left,STA_CAR,Undefined,1,Top,2,1,2,FourSeamFastBall,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,91.89782,-2.128896,-2.232844,2258.991553,204.43847,12:45,5.62017,2.27405,6.41737,-13.77583,19.16761,8.16319,2.51261,0.90054,82.76963,-4.825851,-0.754529,0.413101,,,,,,,,,,,,-4.94528,11.00634,-2.11781,50,5.46134,4.85131,-133.23696,-5.27442,-8.7521,32.75676,-12.69516,CAL_MUS,STA_CAR,BaggettStadium,TeamExclusive,Team,20231104-BaggettStadium-Private-2,1a815cf0-7b5b-11ee-9162-df0992db74c2,91.24276,,,9.12818,,,,,,,ccde9dc6-847a-472b-a462-6ec84948cebe,2023-11-04,21:42:56.12,2023-11-04T14:42:56.1210000-07:00,2023-11-04T21:42:56.1210000Z,,v3,471251,471454,,"Stafford, Ryan",701696,Right,CAL_MUS,f4fa5f92-5db4-4efa-a57d-9fcf6ac8c371,54.07951,-134.23617,16.37838,5.61632,-4.88716,-6.34758,-2.26987,5.11828,-4.37605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
